L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,Accuracy
0.22943915706127901,0.45149638596922204,0.6495009129866961,0.25060439482331304,0.851038508117199,0.9317954899743199,0.264659295789897,0.997532503679395,0.143884007818997,0.643006348982453,0.479305481538177,0.864797771908343,0.123318982310593,0.642025851644576,0.909991749562323,0.751157876104116,0.49163533654063896,0.38366710674017696,0.170545676723123,0.390815884806216,0.5872796159237621,0.879725788719952,0.697296727448702,0.12960309162735903,0.504659617319703,0.153503557667136,0.7514373697340492,0.276417409069836,0.761781886219978,0.9168253848329191,0.19905399158597,0.0668251719325781,0.37017454393208005,0.5620609093457459,0.22984363697469198,0.358411252498627,0.153235238045454,0.38664822373539204,0.429454438388348,0.49519856646656996,0.6982373595237729,0.19171930570155396,0.33949948940426095,0.324413281865418,0.7788600968196991,0.8863099450245501,0.732896295376122,0.851423190906644,0.331076728180051,0.6687907949090001,0.0585545497015119,0.5251919124275449,0.6040623923763629,0.8554618740454321,0.09799999996185303
0.383817936293781,0.80685472022742,0.847573528066278,0.540307270362973,0.541539921425283,0.15730869397521,0.0471789157018065,0.28973970282822803,0.847668113186955,0.7902548601850871,0.835595877841115,0.516975560225546,0.86659765522927,0.8866666536778208,0.49234731495380396,0.731859426945448,0.013598152436316001,0.571527078747749,0.259630023501813,0.765027483925223,0.899706949479878,0.200498664751649,0.935662735253572,0.822469095699489,0.167259864509106,0.45967940241098404,0.728156216442585,0.0295982286334038,0.0981873394921422,0.7071167379617691,0.830388248898089,0.47495147027075296,0.520437280647457,0.221451451070607,0.315237776376307,0.6201032111421229,0.43597091361880297,0.237074727192521,0.0244944784790277,0.7136327521875501,0.916550369001925,0.630866879597306,0.0180212836712599,0.197632503695786,0.7075781980529431,0.457059387117624,0.381998540833592,0.5796917723491789,0.504687736742198,0.133464432321489,0.31864099763333803,0.9254672760143879,0.331924961879849,0.18768504261970498,0.12
0.8221637988463041,0.12243251223117098,0.3788814973086121,0.00995478313416243,0.0976934153586626,0.682917098514736,0.7077179867774251,0.7218819437548522,0.297293452546,0.302717694081366,0.129178371280432,0.0745385456830263,0.351121986284852,0.418039262294769,0.692542464472353,0.437270238995552,0.640149273909628,0.15110933315008898,0.739222147502005,0.240850613452494,0.23243874963372899,0.517159037292004,0.450546432286501,0.28629016317427197,0.8629644364118579,0.527195629663765,0.49557937122881396,0.581406220793724,0.5632002186030151,0.07729522790759799,0.45484222564846294,0.6351728187873961,0.246646224521101,0.9002141449600459,0.7777459165081378,0.0044957529753446605,0.691127136349678,0.878276108764112,0.8995343437418342,0.101827026344836,0.322235405445099,0.477917321026325,0.9248015759512779,0.6043246658518909,0.174045501276851,0.504556965082884,0.821363190189004,0.23054855037480604,0.16349895950406798,0.777232394553721,0.567685792222619,0.229941153898835,0.86189035512507,0.6194864679127929,0.084
0.0289506344124675,0.5536307208240029,0.335427976213396,0.7347347475588321,0.491882869973779,0.772659557871521,0.127705446444452,0.558517319150269,0.914154252968729,0.0164551874622703,0.729852387681603,0.20443255919963102,0.9774966351687909,0.526985774748027,0.570098542608321,0.5017963703721761,0.50351579207927,0.909805106930435,0.0724790226668119,0.318378681316972,0.391602207906544,0.6297187181189661,0.363717778585851,0.0923787551000714,0.0558666344732046,0.9332663929089899,0.9134380677714941,0.20860562287271,0.17706866748631,0.21095561515539898,0.0530633926391602,0.23895491193979998,0.435082223266363,0.375605180859566,0.97503840457648,0.6897461032494899,0.8585055777803059,0.34455679170787296,0.226718232966959,0.148897428996861,0.405797249637544,0.778430739417672,0.547171527519822,0.754381465725601,0.582927885465324,0.705114700831473,0.933009158819914,0.877114675007761,0.44895199779421097,0.432004979811609,0.205543890595436,0.65733867418021,0.224345405586064,0.7241104422137141,0.092
0.716094539500773,0.36088594235479793,0.9291142849251629,0.206213344819844,0.930850661359727,0.263118866831064,0.599848182871938,0.484800185076892,0.49654627870768303,0.511820101179183,0.30541722849011405,0.637112071737647,0.492298205383122,0.0588455693796277,0.369902946054935,0.331518704071641,0.126915973611176,0.35950448364019394,0.9288221225142479,0.6872858079150319,0.724885947071016,0.0859732320532203,0.757019921205938,0.54835844412446,0.970580143854022,0.115986676886678,0.177263963036239,0.648980839177966,0.6420203903689979,0.565630618482828,0.677509859204292,0.898939300328493,0.8339667394757271,0.7456481894478199,0.43049875367432794,0.18375425785779997,0.0183331342414021,0.5168839497491721,0.851693157106638,0.5419893572106961,0.872060453519225,0.11180945485830301,0.39138316269964,0.41092172544449607,0.0491813234984875,0.252580196596682,0.364620421081781,0.312149203382432,0.8516637580469251,0.540129334665835,0.954577069729567,0.49391704052686697,0.6921903612092141,0.0928616235032678,0.10599999998092652
0.936227493919432,0.880741529166698,0.575764311477542,0.995062473230064,0.739071741700172,0.521797527559102,0.837356237694621,0.786773126572371,0.510879170149565,0.9290247224271301,0.8806999772787091,0.977083651348948,0.7355926288291809,0.28796167857945004,0.7824509600177411,0.18674723245203498,0.370566110126674,0.6738265035673979,0.5160019518807529,0.031824329867959,0.787458728998899,0.767151087522507,0.612450643442571,0.499050538055599,0.326525043696165,0.309826102107763,0.34117764141410606,0.9041051147505641,0.494104366749525,0.810510684736073,0.293215368874371,0.557342402637005,0.0567394951358438,0.0378570035099983,0.0168656427413225,0.915851973928511,0.297132280655205,0.8519447147846221,0.6942966487258672,0.260897099971771,0.5278929537162179,0.547049685381353,0.21200307458639103,0.0337923793122172,0.495477549731731,0.8410333357751371,0.5273817135021089,0.00966562330722809,0.0623304955661297,0.013100428506732001,0.668704225681722,0.0816773576661944,0.49770729243755296,0.9891116395592691,0.106
0.373354743234813,0.189971787855029,0.16946021653711799,0.46242691762745397,0.18194567877799303,0.0117532927542925,0.435090134851635,0.23255672492086898,0.0930681973695755,0.417546996846795,0.0841944348067045,0.427464519627392,0.220546068623662,0.751217942684889,0.027568519115447998,0.9820170607417821,0.993264327757061,0.0961821302771568,0.481720055453479,0.9622358204796909,0.0791749935597181,0.450491549447179,0.000381811521947384,0.890729719772935,0.647179786115885,0.734543153084815,0.577656921930611,0.45397716294974105,0.966593875549734,0.412866840139031,0.921706249006093,0.334491319023073,0.705462370999157,0.84163825865835,0.5780101977288721,0.46064673922955995,0.5757848629727961,0.0253802882507443,0.31933260243386,0.931332815438509,0.249983822926879,0.34307512361556297,0.8687603669241071,0.627129572443664,0.904212675057352,0.13828330114483803,0.20526214223355102,0.6761917173862461,0.652782574295998,0.9044269844889641,0.421655463986099,0.761212266981602,0.965643800795078,0.326856696978211,0.12399999998092652
0.5874139098450539,0.15251654759049402,0.5258625745773321,0.5647757844999429,0.392006514593959,0.448241194710135,0.5268912687897679,0.8842045562341809,0.345980511978269,0.564056027680635,0.618359588086605,0.4729790175333621,0.9304993031546469,0.702442723326385,0.386726857163012,0.6676650214940311,0.10346418432891401,0.277666765265167,0.94633312150836,0.0837153354659677,0.16982937976717902,0.420930934138596,0.8286372385919091,0.951866921968758,0.571729674935341,0.431308049708605,0.846765398979187,0.778534166514874,0.887934110127389,0.146256101317704,0.807444293051958,0.30333992093801504,0.963316752575338,0.7798548499122259,0.0632221233099699,0.516858262941241,0.0866133579984307,0.664932289160788,0.80882190912962,0.41593283507973,0.470866899937391,0.623674150556326,0.662189424969256,0.11827400885522399,0.510131631046534,0.669554938562214,0.800417535007,0.33304315619170693,0.7540136482566601,0.984518493525684,0.562005301937461,0.607513167895377,0.41945850290358094,0.514149912633002,0.17599999998092652
0.149787292815745,0.9641556907445191,0.24453893676400199,0.0948612131178379,0.968669551424682,0.9537530550733209,0.24946140963584199,0.0653396872803569,0.8028797339648008,0.0911439377814531,0.41681823693215797,0.9310503471642729,0.41429583169519896,0.227222663350403,0.6728596538305279,0.493282957002521,0.7300926130265001,0.9529673978686329,0.0509084705263376,0.9184405710548159,0.9635598044842478,0.863117738626897,0.284927662461996,0.407876413315535,0.39218654483556703,0.614043355919421,0.111139656975865,0.328288421034813,0.41504739597439794,0.514603542163968,0.43091500177979497,0.588553166948259,0.298900212161243,0.0991509389132261,0.529394403100014,0.10854178760200697,0.786532667465508,0.46239272877573995,0.18378205318003896,0.7767853634431959,0.751338315196335,0.26735950820148,0.256469618529081,0.7125584390014409,0.106355319730937,0.372261938638985,0.49765552580356603,0.977077735587955,0.41380594111979,0.0970981838181615,0.30905506946146505,0.303527573123574,0.887641044333577,0.17587083112448498,0.25199999998092654
0.49470662418752903,0.29604600369930295,0.25056836847215896,0.821271704509854,0.642659101635218,0.19882862269878399,0.437743128277361,0.647585976868868,0.18891648296266803,0.47471628244966296,0.773174675181508,0.7163496855646371,0.6573452688753599,0.48651267029344997,0.229488768614829,0.0208592992275953,0.7667180523276329,0.0137054501101375,0.39391584601253293,0.299968601204455,0.5261096851900221,0.0569322258234024,0.0857636295258999,0.6085572270676489,0.81064628995955,0.811775027774274,0.39950413815677205,0.0834083976224065,0.689062514342368,0.859581294469535,0.531998799182475,0.9927742881700401,0.5917374808341259,0.680477567948401,0.9292297577485441,0.869974583387375,0.507744965143502,0.15656778868287802,0.268458127044141,0.0573511309921741,0.5948954634368421,0.831624382175505,0.077446254901588,0.8437279667705301,0.4120275070890779,0.783819407224655,0.64532311167568,0.7175553375855089,0.734823781065643,0.5693976301699879,0.0642262184992433,0.152991169132292,0.17734792735427599,0.781104253605008,0.18
